"","D-Sas4_1","D-Sas4_2","D-Sas4_3","D-Ssas6_1","D-Ssas6_2","D-Ssas6_3","SakOE_1","SakOE_2","SakOE_3","w67WT_1","w67WT_2","w67WT_3","OregonRWT_1","OregonRWT_2","OregonRWT_3"
"CG42694",5.287728374,5.616155807,5.589011293,5.842979952,5.21324038,5.580437377,6.219033455,5.99410151,6.290838829,6.376295673,6.56927389,5.874821011,5.19447643,5.365337877,5.18194743
"lncRNA:CR42862",7.52055939,6.566016379,7.585185038,5.686121196,5.666799163,5.315867887,6.005241955,6.145790519,6.749559905,6.941780721,7.124056755,7.293294054,5.65286769,7.012822185,6.274445126
"CG43085",10.52063771,10.80719338,10.25180017,9.57495474,9.395665391,9.652883978,6.887854569,5.880817733,4.79603209,9.98769432,9.70625344,10.09946472,9.543200235,8.896929435,9.270248622
"lncRNA:CR32027",7.329225072,7.089543286,7.242927376,8.677640051,8.935054382,8.909972663,6.127196484,6.410606306,6.619821704,8.72292465,8.67814568,8.833115788,8.459051258,8.833979826,8.870149414
"CG13639",4.615687301,4.569848739,4.609443875,4.218080405,4.367281624,4.186261751,5.015284492,4.993266629,4.993266629,4.597091479,4.388849209,5.202620009,3.89593274,4.017906764,3.913565447
"CG43117",4.399360142,5.019134804,4.438058015,5.79308546,5.704407806,5.768582146,4.973184097,4.978447362,4.468525264,5.079251378,5.534778536,5.097820088,5.488480545,5.76934157,5.835409736
"lncRNA:CR43242",4.407658942,5.263580248,5.038598664,6.387844156,6.540083591,6.514393335,5.88061536,5.812028618,5.621261384,6.695396889,6.56941662,6.371247423,6.888619007,6.986825345,7.112177607
"CG30379",6.113835177,5.900659464,6.291844706,4.878257787,4.965172396,5.288907912,5.866116224,5.500689254,5.47434457,6.346985284,6.335820816,6.590427204,6.058883016,5.777085606,6.325281394
"CG30403",4.099181581,4.303799362,4.182875365,2.906886441,2.906003603,2.800156764,4.554162302,4.565932342,4.326621249,4.229097621,4.26400756,4.055892556,5.652685994,5.330227167,5.974905649
"bru2",4.064662721,4.284916356,4.387487417,3.958014694,4.217920283,4.003324309,3.652879445,3.915868634,4.126814116,4.436865724,4.368403753,3.926213078,3.186775826,2.927559293,3.138357234
"CG31495",5.309793897,4.626437698,4.824609217,2.512475502,2.599181877,2.524602205,4.23017367,4.395954573,4.311192082,3.916965655,3.831923926,3.873835438,4.030508373,4.083029164,3.652350571
"CG15744",6.548766311,6.816304164,6.86925504,5.458453918,5.690830863,5.596427935,5.937845574,6.136573858,6.696764785,6.449952685,6.631295058,7.103957443,5.99107694,6.598274188,6.243319056
"CG42458",4.694473178,4.515608235,4.786388319,5.537145801,5.5322404,5.927436143,4.93680478,4.792047607,4.727381511,4.868206473,5.262642378,4.645474703,4.509484338,4.734317161,4.740684627
"CG13064",7.257191966,6.964406036,7.487712372,6.662209472,6.958044477,6.734858723,7.616900337,7.880694516,8.273272201,6.281854916,6.444357893,6.750791383,6.16476003,6.362702343,6.2689433
"Cyp4g1",2.822329704,6.050126318,3.69008197,8.998636937,8.921932787,8.98896621,3.310516023,3.76756467,4.16097877,8.147913249,8.817048758,8.307543079,8.718614107,7.294184053,7.451179971
"CG14785",3.164835004,3.164835004,3.178951658,2.729199784,2.731588823,2.842826912,3.056557851,3.084940202,2.728543453,2.85523274,3.165013328,3.244896915,4.817493221,4.757012241,5.096063497
"trr",5.901519833,5.998255277,5.827919382,4.702817915,4.315258784,4.764685499,5.689293412,5.489498264,5.767181198,5.903290604,5.64032812,6.434843467,5.569121566,5.608749339,5.478293901
"CG32801",3.519291854,3.596907953,3.419011111,3.668491528,3.801092525,3.701562287,4.929015219,4.829401172,4.586526319,3.676987956,3.962241104,3.811900841,3.02728154,2.917453099,2.9115695
"Cyp4d2",5.204456681,5.993939812,5.810868971,6.760483204,5.951121835,6.070805595,6.054252671,5.739756645,5.688627498,5.461710006,6.129133721,6.073466912,5.144859448,5.068728654,4.97088714
"CG3091",5.364254778,5.417637062,5.423473149,4.509283835,4.528461789,4.528461789,4.956422397,4.928089224,4.778171228,5.441564391,5.4131461,5.429315001,4.404915378,4.378013153,4.410421743
"gt",2.287746203,2.244449906,2.636557309,2.186081697,2.194620917,2.339448685,2.180955343,2.2010614,2.228337282,2.174550381,2.244449906,2.244449906,3.513434159,3.355441586,3.339442731
"sgg",9.507607722,8.796611039,9.664810825,7.933414675,8.860148454,7.886642708,9.394345014,9.380066931,8.952043335,8.427509061,8.619722993,8.494887599,9.780934249,9.665452775,9.704474013
"per",3.546915996,3.438677215,3.717637445,3.120436012,3.029336132,3.108359225,3.270049916,3.243730134,3.345356175,3.273228739,3.778216131,3.542776591,4.145021932,4.307977269,3.863013931
"CG2680",3.393612949,4.020621399,3.714162657,3.956736924,3.504695613,3.958411208,3.736768637,3.736768637,3.474483815,3.840046723,3.867474524,3.999427572,3.035905027,2.601858987,2.991700134
"CG32795",8.664898874,9.02678098,8.83415688,9.114122708,9.159680483,9.194478327,9.028352607,9.082481497,9.110297559,9.379411001,9.482914529,9.406979757,8.318479523,8.286293974,8.267177132
"w",5.072272393,4.629102216,5.684925463,2.20581428,2.18673313,2.18673313,9.075367955,9.223598643,9.134320334,2.920367339,2.661382624,2.657746202,5.480944326,5.514952379,5.500969049
"DIP-alpha",3.658455662,4.27048052,3.626014517,5.203504829,5.218143211,5.273589175,5.634224683,4.979111675,5.045594672,4.947637535,5.276261317,5.397476266,4.204501219,4.621688653,4.749178941
"ec",3.251276221,3.25914916,3.322606593,4.677676901,4.15039816,4.513326425,4.207958378,4.104390418,3.726566852,3.267071539,3.242956096,3.263239906,3.326524593,3.333908672,3.326524593
"norpA",9.237210506,9.539584078,9.513731031,10.48713756,10.29438569,10.43656992,9.680466802,9.542707818,9.681071941,10.00844917,9.793026674,9.73461445,8.89139419,9.302365869,9.022447264
"CG42699",3.670575892,3.670356902,3.668389877,2.671272343,2.610523608,2.598604584,3.024013543,3.023154834,3.023917894,3.669732995,3.674735758,3.669109087,3.424945589,3.54900684,3.452245191
"Nep1",5.076652761,5.382619361,5.295758909,4.382555664,4.078473762,4.325522004,4.937965695,5.085951639,4.92524201,5.286503762,5.611715585,5.695459532,5.209246217,5.352713898,5.129694229
"dtn",2.978916358,3.005568093,3.235688225,2.88860078,2.618249676,2.618249676,2.454668442,2.504200214,2.491826459,2.751283371,2.69615888,3.006895097,3.398018388,3.599911355,3.600768748
"CG34417",5.392398293,5.73314984,5.723652372,5.129520808,5.126559204,5.114056008,4.757595307,5.03126518,4.871890484,5.414906659,5.399437793,6.024207113,4.5391829,4.517788554,3.868906112
"CG2233",5.378993355,5.309566991,4.82895144,5.357728003,5.104802518,5.419504094,4.971324278,4.539334781,4.991886496,5.372087035,5.575803528,5.643506076,4.441717475,3.949559777,3.870942713
"fs(1)h",7.240489773,7.644120208,7.507885218,8.227644259,8.298194372,8.096241156,6.92927792,6.709944332,7.089773966,7.407413764,6.853085563,7.34528628,6.842697542,6.629499084,6.080234583
"Ldsdh1",5.277092018,5.628072126,6.140082069,5.924220848,5.627433359,5.932681201,5.850402293,5.895634356,5.649354946,5.95602391,5.986688101,6.365324279,4.935860596,4.722202248,4.865474429
"Corp",4.009165347,3.968356778,4.247159199,3.411501312,3.43365988,3.409794107,3.380079901,3.32414042,3.298343345,3.550112851,3.707732465,3.793930321,4.496126619,4.595684537,4.643206251
"CG15343",8.018054714,6.186929572,5.413497237,4.719463256,4.252656786,4.87596115,5.418838586,5.598384861,4.755637828,5.396965332,4.639569431,4.992289312,4.618685143,4.750449121,4.771475058
"CG32195",5.685831664,5.818355119,5.801864903,6.361771293,6.194273974,6.434013558,5.254324618,5.046358074,4.863030199,6.182223054,5.960018379,6.404573727,5.878492608,5.84735989,6.120707271
"tut",6.253686515,5.781866251,3.497146462,2.182949534,2.182949534,2.182949534,2.33670143,2.33670143,2.33670143,3.268428219,3.237836262,3.008329844,2.927969426,2.913662751,2.695108669
"CG32368",4.790346098,5.049912163,4.805733072,5.645636823,6.256087151,5.862583069,6.1521872,5.911560796,6.273548857,6.520209593,6.315241889,6.060878759,6.075438255,6.196707694,6.275766265
"CG32373",6.314361743,6.809827511,6.728366711,7.755174405,7.522776054,7.655499323,7.808628024,7.517135497,7.845878185,7.684061892,7.681439409,7.643236982,7.552324259,7.533685327,7.413919971
"CG10962",5.39490055,4.983128352,5.358435758,5.375549199,5.625926113,5.152444385,6.312998648,6.815900993,6.539433711,5.064829414,4.896112881,4.999951029,5.728343536,5.534817012,5.759928146
"CG31157",7.006628296,7.054286387,7.024339855,2.185193213,2.242785496,2.185193213,2.180955343,2.180955343,2.180955343,2.381634127,2.517169835,2.519408829,2.541756963,2.390913056,2.57753832
"CG31174",5.058988764,4.694977754,4.399230007,4.436271263,4.819227553,4.741073873,3.83155835,3.801052705,3.412799347,5.287940557,4.836113037,5.019166815,4.260436126,3.937023353,4.582223577
"CG31287",6.472237394,6.572130348,6.976908276,2.177728981,2.177728981,2.177728981,2.180955343,2.214360087,2.182240025,2.547003833,2.684099586,2.547003833,2.980419968,3.14502744,3.161260802
"CG31337",7.236959348,5.14341939,5.150394111,4.215805974,4.190278442,3.522586228,4.561058801,4.781432302,5.479407607,5.996977433,5.155032905,5.257091809,4.251970499,4.021064691,4.07983101
"dpy",6.563777212,5.486100041,6.33312556,7.689250932,7.282327607,7.231148085,6.426277397,6.387356037,5.947394141,6.016331658,5.969977388,5.982451904,6.100089016,6.26480446,5.876981732
"CG33062",3.818491198,4.348203187,3.979001899,4.162122416,3.879117644,3.857914487,5.83161559,5.282457973,5.579869177,3.378787746,3.871191817,3.887077331,3.33545945,3.256831712,3.087262117
"SmydA-4",4.968520347,4.98326888,5.108492982,4.227205395,4.136676157,4.393307042,3.992252451,3.968413775,3.566398117,4.730010802,4.98326888,4.998017413,4.57021082,4.211615212,4.285197392
"PGRP-SA",3.838678048,3.694189839,4.569200029,2.519559047,3.067834851,2.734450578,2.981134125,3.634089608,3.934608667,3.304804914,3.321732939,3.307094269,3.828653489,4.440167824,4.692925917
"Met",4.637828577,4.408599269,4.762834647,4.259486421,3.868604953,3.811098839,3.50543387,3.481722954,3.713923544,4.760877196,4.663655442,5.042283897,4.294561846,4.468076115,3.815277004
"Ptp10D",3.516032822,3.389905675,3.349307593,2.471963524,2.516781766,2.578038163,2.571883667,2.699238722,2.798485153,3.390001028,3.390001028,3.85632287,3.198775827,3.190904961,3.164279267
"CG2444",8.321145587,6.602787194,8.416178109,6.966962716,7.708466477,6.172189895,7.824815067,7.434950977,8.060278464,7.062619778,7.458867354,6.754233094,6.300621956,6.590804265,5.848642569
"hwt",3.333486028,3.342162955,3.523445531,4.438886161,4.395054525,3.684711455,2.569147676,2.550577759,2.569555789,3.302329586,3.113419482,3.874431879,2.882924158,3.100785028,2.780539441
"CG15725",2.90861506,2.810916911,2.797577838,3.840154973,3.848261271,4.067713683,2.279978031,2.27267054,2.281002247,2.898639423,2.84905727,2.915761664,2.928353796,2.931614819,3.052211115
"GstT4",6.047017289,6.474032337,6.593933035,7.150410213,6.906923328,7.056914345,8.155811092,7.964551916,7.885453198,6.50853547,6.633251486,6.128186884,6.998227155,7.245100906,7.962788795
"CG15756",6.567131303,5.754602386,5.765086206,6.693547827,7.300271213,6.391711112,7.224240061,7.648418534,7.690301708,6.910534027,6.562540027,6.899058597,7.706967126,7.232087277,6.800649577
"Tpst",2.825297235,2.682596875,3.101871684,3.923775273,4.08986842,3.832211458,3.213365993,3.188077961,3.256878274,2.734309023,2.905355805,2.933847549,2.423625445,2.618487726,2.420061221
"inaE",3.460147082,3.421967753,3.650206694,3.850290303,4.487287092,3.810635455,3.335195323,3.261868815,3.344163383,3.531101027,3.398115978,3.264085944,2.865055453,2.834607364,2.859980771
"be",6.966946497,6.495317227,6.308723677,5.94963606,5.836341454,5.827144522,5.812709654,5.821485341,5.996537886,6.34496222,5.819659666,5.797049232,4.958064313,5.299840759,5.48591444
"Ada2a",4.324035631,5.689256103,5.224785854,7.114145157,6.855014022,7.147804053,6.837698885,6.901239215,6.86697909,6.503101096,6.439729806,6.943803532,6.663049207,6.406876736,6.724254863
"CG32572",5.255457035,5.247386919,5.707214041,6.081538212,5.684108098,5.867812456,5.707349814,5.518591676,5.032588038,6.887064132,6.953339911,6.847724845,5.526647782,5.125920176,4.972585249
"CG4949",3.764610214,3.549781208,3.584416721,3.155870503,3.217129533,3.204071886,2.740405107,2.708857983,2.423181652,3.548230919,3.548230919,3.548015205,4.164159721,4.16175955,4.162561372
"mnb",3.958269449,3.769925863,4.015760801,6.283195624,6.147691809,5.069832498,3.694828736,3.827555619,3.605868691,3.901002238,3.792846233,3.839130563,4.100809369,4.547231899,4.269513869
"CG7135",5.507293916,5.560682334,5.385081514,4.727114702,4.565246133,4.771130589,4.840369446,4.724285965,4.784374195,5.281651593,5.371955133,5.357865556,3.939756455,4.678749529,4.304696378
"CG14191",5.012152129,5.010467891,4.892502626,4.620674969,5.075918619,4.637683007,6.104517025,6.66701692,6.608595728,5.189351637,5.249983411,4.952068427,3.445951954,4.257378388,4.220782018
"CG8034",4.725600733,4.988719691,5.023530861,4.070386191,3.596562418,3.713560363,4.47661353,4.457290454,4.456411245,4.870212592,4.607965425,5.34244258,4.314627245,4.578450783,4.370553663
"CG34331",6.724148686,5.291763813,5.196994624,4.114521191,4.33841941,4.310365462,4.963167694,5.215806127,5.343993913,5.482143013,4.507935833,5.364425919,4.099838876,4.369663782,4.682107974
"CG1695",4.475497713,4.787076355,4.912969765,4.09032654,4.249362066,4.180860528,3.503467675,3.487643949,3.866862878,4.753819153,4.53204528,4.788881407,3.836576865,3.765114029,3.852430625
"shakB",5.653996221,5.195380109,5.608327803,6.329444957,6.40632185,6.197814925,5.454759635,5.436438427,5.48710899,6.218693282,5.585567282,5.667081667,4.723621213,5.009613873,5.079451683
"tty",5.157474412,5.138205644,5.367602445,5.328113283,5.27921134,4.721590693,4.043323876,4.025195185,3.930772826,5.162794454,5.162794454,5.162794454,4.939448436,5.217279792,4.852449194
"shv",10.3532657,10.04889786,9.911485785,10.04478436,10.10116197,10.0408145,11.29795925,11.32359583,10.9626784,10.13281012,10.08552391,9.933724912,10.23330949,10.19925514,10.26369256
"nAChRbeta3",5.660803196,3.899007355,3.917613963,2.757501118,2.929823835,2.855258526,3.892923511,3.862178593,4.210004771,4.095466073,4.211198172,4.099472587,3.516527867,3.346422305,3.742527223
"CG4259",7.397847661,4.470411185,4.624137712,2.704215548,3.444219349,3.4047134,4.165100639,4.386879418,4.788047379,5.495303701,4.962012078,4.760541823,4.146083175,3.660206535,4.726037653
"CG15385",4.647633675,4.665024907,4.682218871,5.268390832,5.534167021,5.270876421,4.407894318,4.545051545,4.464330291,4.618930109,4.806253584,4.326392676,3.928403517,3.667142285,3.746811316
"dpr4",3.001500041,3.189930737,3.131900915,2.854426301,2.806011223,2.854769147,4.616869593,5.020930117,4.550860552,3.203396378,3.146708751,3.135721613,2.863798458,2.916370319,2.916370319
"scaf6",8.243959756,8.240519589,8.625227204,9.384303465,9.396529082,9.551023304,8.269922862,8.246290305,8.083149586,9.499603985,9.416107468,9.470499057,9.367363076,9.45678444,9.407010557
"Gfat1",6.577004586,6.151215896,5.546058942,6.026132415,5.308539697,5.703409495,5.15882608,4.864770247,4.176281813,5.69751041,4.707875006,5.236300844,4.370424267,5.332370615,4.548414333
"Alg-2",3.138855061,3.061493459,3.227777392,4.43953266,4.365778689,4.213554108,3.048383067,2.990204888,2.927221897,3.03520545,2.921877751,3.07319652,3.662219146,3.608461776,3.368076544
"FASN3",3.463325984,5.371702749,5.016842887,7.14730967,8.110616291,7.491567771,4.188741703,3.469277105,5.508741247,5.784773921,7.660264197,7.11672894,5.487048505,5.354468505,6.22816033
"CG40006",4.730115944,4.136600701,4.759580771,5.078065833,5.293210938,5.259699092,3.88988984,4.99469143,4.845769125,5.079643767,4.692688563,4.95060792,4.061299674,3.838687262,3.956630588
"Sr-CI",4.98920581,4.466676969,4.375346505,2.96726665,2.630116046,3.17628236,3.72084347,3.567689026,3.534930903,3.895648894,3.715849963,4.215621442,2.971533346,2.748448244,2.812546258
"Col4a1",8.915739088,8.260555895,8.217229998,7.433277219,6.925113101,7.78558256,7.769303253,7.193955412,7.251430239,7.836558068,7.7749016,8.191883768,7.662882782,7.213814835,7.242774298
"Gpdh1",5.044957132,4.772454621,4.629887422,3.896246958,3.559842117,3.903054595,3.754189397,3.674374946,3.550461605,4.772986766,4.6761591,4.947531462,4.179371237,4.066416099,4.182159813
"CG13775",3.455681216,3.920768633,4.002025681,3.27891773,3.309908973,3.27891773,3.008192726,3.008192726,3.008151848,3.509792295,3.420438131,3.266416644,4.006270201,4.033509399,4.280862411
"Pcp",6.316092324,5.721254991,6.608614618,5.518163084,5.678550549,5.640207234,6.329639009,5.478765382,6.263468053,5.949454048,6.170214703,5.828532,4.14525357,4.471292731,4.949003024
"Ndae1",4.145329038,4.089751672,4.202903135,3.514170867,3.509994987,3.490673879,3.596650574,3.781112841,4.358249938,4.245841371,4.087602758,4.095436881,2.460661695,3.168586977,3.012664317
"RapGAP1",3.938604901,3.957144337,4.313127605,5.641427837,5.324093554,5.321913051,4.454662273,4.752249497,4.455562381,3.921847504,3.938604901,3.7448415,4.502476849,4.733906505,5.124965157
"LKRSDH",5.740613917,5.084876034,5.100786493,3.672954488,3.747417883,3.69671064,4.120131712,4.120131712,4.459466884,5.01593342,4.779415097,5.107850997,5.785190116,5.883160447,6.062280641
"Sema1a",6.687328086,7.025864929,6.922779191,8.158446937,8.233314658,7.237529351,6.195040726,6.222478543,6.586081022,6.922383096,6.334543376,6.728477954,6.147220712,6.340354512,6.083941316
"Glt",9.415976042,8.055026034,8.56587392,6.846554912,7.426483862,7.181485562,7.657725597,7.764406286,8.224085485,7.957132203,7.829259268,8.377815158,7.190813134,7.452268604,7.139649452
"CG13101",4.976969608,4.992419966,5.512905792,4.517275976,4.543070898,4.63412038,4.45935168,4.98371617,4.553536993,4.993150322,4.89886277,5.001140992,5.146921955,5.876535086,5.855878251
"Fbp2",4.760738633,4.527854726,3.231519491,4.193216636,4.581723978,4.397050528,4.447144568,4.219140997,4.589354654,4.34622409,4.846931483,4.820024996,3.856724609,3.479818238,3.447115406
"FucTB",4.807950834,5.256460797,4.960011553,5.038786814,5.132167444,5.300062789,5.467212033,5.310873831,5.501748793,5.08060843,5.081722831,4.874916801,6.276862596,6.230011995,6.442227742
"Hand",4.608500861,4.380903102,4.164216492,4.650411831,3.842797045,4.602572258,3.897861121,4.188057006,4.056745274,5.027590786,5.329965914,5.164079161,4.782560704,5.114796076,5.962030662
"CG7294",4.358533019,3.842937992,3.750026288,3.535348954,3.449578826,3.449578826,2.859427778,2.859427778,2.859427778,3.170749298,3.77119562,3.771513837,4.01267079,4.352706615,4.211459945
"CG16743",3.551507181,4.011825041,3.615454103,4.214855751,3.899542222,4.028331091,4.064970474,4.014032991,3.433422247,3.666889085,3.805826041,3.659594004,2.983334307,2.633086448,2.913605529
"CG14937",4.448690028,4.448690028,4.455300152,4.430353277,4.458778527,4.473220318,4.029481616,4.029481616,4.029481616,4.625892655,4.442079903,4.455255224,3.518356021,3.501516642,3.501516642
"atilla",7.124007158,6.366653325,6.629591617,5.765823427,5.872731791,5.792124659,5.873560481,5.794072588,5.841419012,6.015168169,6.32745245,6.387838095,4.85616013,5.201666499,5.057856388
"NimB4",5.66405952,3.684750435,3.854873043,2.555617672,2.728723639,3.26638337,3.438494155,3.453841349,3.515478649,3.671243419,3.760821129,3.760821129,3.000567413,2.981770419,3.063345128
"rk",3.473131604,3.43442825,3.328201181,3.280321088,3.966089987,3.288687511,3.799878931,4.08900892,4.228324354,3.953847011,3.529759059,3.190026076,4.743075394,4.966513648,4.594502645
"Pburs",4.412646016,4.517768041,4.517768041,3.507740116,3.396805299,3.349926196,3.995131645,3.838042303,3.978253191,4.645732812,4.385619672,4.61907521,4.292508181,4.213911521,4.212043944
"beat-Ic",4.896517952,5.330249517,5.243412116,5.48403494,5.703883588,5.254440671,4.941316548,4.92573275,4.924866112,5.372153719,5.473781321,5.325240587,4.268628825,4.615687132,4.557353188
"c(2)M",2.514885678,2.542537925,2.426462217,2.982023537,3.026903343,3.013602948,3.485575239,3.45134528,3.350630288,3.667829663,3.73013757,2.40142734,2.371015884,2.466096435,2.369937087
"yellow-b",6.833262042,6.819880937,7.517238398,6.738462645,7.136465688,6.899877584,6.247146848,5.858110508,6.424980277,6.714833798,6.24997442,6.435798663,5.948469918,6.166681779,5.908157406
"Cyp310a1",7.225594976,7.91291114,7.544508504,7.495149615,7.204925518,8.135592835,7.714271723,6.869516306,5.771482825,7.896643186,7.930048199,8.250275309,8.440550891,7.157944307,7.606360683
